# Project DownloadCount ErrorProbability
airflow-provider-hightouch 72478 1
swarms 72476 1
pydeps 72453 0
paramz 72453 0
glocaltokens 72410 1
scim2-filter-parser 72386 1
azureml-fsspec 72378 1
setupmeta 72366 0
elasticsearch5 72313 1
types-itsdangerous 72298 1
robotframework-lint 72255 1
cyclonedx-bom 72210 1
python-docs-theme 72193 0
python-nmap 72097 0
flake8-class-attributes-order 72060 1
oslo-cache 72058 0
quimb 72025 1
flupy 72007 1
robotframework-faker 72000 1
prowler 71999 1
pycm 71962 1
pysnow 71940 1
aiounittest 71937 0
rocketchat-api 71870 1
docopts 71857 1
elasticsearch8 71857 1
pygitguardian 71784 0
google-gax 71777 0
aws-cdk-aws-imagebuilder 71766 1
esp-idf-kconfig 71729 1
lingua-language-detector 71665 0
django-heroku 71611 1
flask-smorest 71576 1
pycln 71513 1
paypalrestsdk 71482 0
item 71458 1
dataframe-image 71458 1
dns-lexicon 71443 0
javalang 71426 1
pylint-junit 71381 1
classify-imports 71362 0
django-filer 71362 1
googlesearch-python 71299 1
xgboost-ray 71288 1
http-ece 71287 0
sanic-cors 71284 1
tune-sklearn 71194 1
py-evm 71187 1
msgtools 71137 1
robotframework-appiumlibrary 71081 1
fiftyone-db 71054 1
pytest-recording 71053 0
onnxoptimizer 71015 1
dbt-artifacts-parser 70990 1
excel-1drive-nopassword 70979 1
kivy-garden 70944 1
hypothesis-jsonschema 70919 1
django-graphql-jwt 70866 1
pybboxes 70858 1
libpysal 70824 0
imgkit 70784 1
symspellpy 70763 1
pipfile 70719 1
pyasn 70685 0
h2o-wave 70644 1
ansible-vault 70632 0
modelscope 70609 1
cmake-format 70574 1
sift 70557 1
pysnyk 70514 1
gluonnlp 70500 1
oslo-middleware 70486 0
mercurial 70477 0
pykafka 70421 1
datashader 70417 1
redislite 70384 0
paddle-bfloat 70370 1
flake8-formatter-junit-xml 70345 1
snowflake-legacy 70339 1
aiodocker 70333 1
pygrib 70238 1
handyspark 70231 1
edx-opaque-keys 70160 0
edx-django-utils 70148 1
gherkin-official 70099 1
types-annoy 70084 1
dtw-python 70070 0
lazr-uri 70024 0
pyclustering 70000 1
pgdb 69961 1
pickle-mixin 69944 1
cron-schedule-triggers 69893 1
flake8-typing-imports 69844 1
axonius-api-client 69840 1
json-stream 69839 1
klio-exec 69828 1
mandrill 69778 1
customerio 69720 0
gmpy2 69681 1
types-google-cloud-ndb 69661 1
apache-airflow-providers-apache-livy 69617 1
django-crum 69601 1
klio-audio 69577 1
causalml 69571 1
superlance 69568 0
dsinternals 69547 0
klio 69530 1
dictknife 69524 1
mat4py 69515 1
osprofiler 69504 0
klio-core 69497 1
django-bootstrap5 69482 1
axe-selenium-python 69452 1
sphinxcontrib-apidoc 69381 1
target-hotglue 69358 1
cm-client 69309 1
universal-analytics-python3 69301 1
loralib 69291 1
esp-idf-size 69271 1
ruamel-ordereddict 69270 1
pytest-wake 69112 1
pytest-subprocess 69106 0
antlr4-tools 69054 1
iso4217 69034 0
python-sql 68957 0
djangorestframework-gis 68956 1
pymavlink 68924 0
pymongocrypt 68873 1
pyeapi 68853 0
ytmusicapi 68804 0
logdna 68800 1
laspy 68787 0
django-impersonate 68738 1
pick 68736 0
mypy-boto3-macie 68736 1
interpret 68723 1
django-bulk-update 68706 1
jump-consistent-hash 68678 1
configcat-client 68663 1
gplugins 68652 1
pydap 68642 1
types-mypy-extensions 68637 1
mosaicml 68606 1
aws-cdk-aws-codepipeline-actions 68541 1
aliyun-python-sdk-core-v3 68537 1
sdmetrics 68529 1
civis 68469 1
simdkalman 68468 0
s3pathlib 68448 1
mypy-boto3-b2bi 68433 1
crispy-bootstrap4 68417 1
json-stream-rs-tokenizer 68404 1
mypy-boto3-bcm-data-exports 68374 1
mypy-boto3-eks-auth 68346 1
mypy-boto3-cost-optimization-hub 68336 1
auditwheel 68330 1
mypy-boto3-freetier 68264 1
mypy-boto3-marketplace-deployment 68260 1
mypy-boto3-marketplace-agreement 68244 1
hacking 68224 0
mypy-boto3-cleanroomsml 68217 1
uri 68193 1
mypy-boto3-trustedadvisor 68169 1
types-pysftp 68166 1
transformer-smaller-training-vocab 68128 1
pgcopy 68116 1
pss 68109 1
sparkdl 68077 0
telegraph 68060 0
pyquil 68053 1
spark-nlp-display 68050 1
spacy-pkuseg 68019 0
lunr 67975 1
mypy-boto3-repostspace 67958 1
pytest-fixture-config 67956 1
enum-tools 67926 1
yamlloader 67919 0
mypy-boto3-workspaces-thin-client 67913 1
aioquic 67904 1
unicorn 67901 1
config-formatter 67898 0
numbagg 67878 1
mypy-boto3-bedrock-agent 67871 1
django-cte 67802 1
nuitka 67793 0
databricks-sql 67790 1
python-statemachine 67788 1
meld3 67785 0
code-annotations 67766 0
environ 67765 1
ics 67742 0
cfnresponse 67726 0
pytest-reporter-html1 67706 1
treq 67704 1
sanic-testing 67657 0
mypy-boto3-bedrock-agent-runtime 67641 1
mypy-boto3-cloudfront-keyvaluestore 67619 1
mypy-boto3-qconnect 67602 1
model-mommy 67573 1
duet 67458 0
proto-google-cloud-pubsub-v1 67449 1
mkdocs-gen-files 67446 0
streamlit-card 67365 1
mypy-boto3-inspector-scan 67347 1
mypy-boto3-qbusiness 67325 1
motmetrics 67314 0
foundationdb 67246 1
asv 67219 1
blob 67187 1
html-sanitizer 67170 0
ppscore 67153 0
style 67141 1
recurring-ical-events 67087 1
rply 67047 0
pyramid-jinja2 66992 0
fuzzytm 66965 1
pyfume 66963 1
alibabacloud-openapi-util 66845 1
parameters-validation 66785 1
requests-credssp 66777 0
aws-cdk-aws-fsx 66738 1
h2o-pysparkling-3-1 66735 1
data 66730 1
pulumi-command 66661 0
pyobjc-framework-coremidi 66629 1
celery-singleton 66588 1
autodocsumm 66564 1
mammoth 66563 1
easypost 66521 1
google-play-scraper 66441 1
python-barbicanclient 66429 0
flake8-markdown 66403 1
alibabacloud-tea 66397 1
disposable-email-domains 66343 1
flake8-json 66325 1
pytest-black 66320 0
flox 66296 1
rio-cogeo 66275 1
blockdiag 66195 0
trie 66160 1
opencensus-proto 66150 1
cirq-core 66117 0
grafana-client 66092 1
dotted-dict 66075 1
pytest-arraydiff 66049 0
smbus2 65930 0
hexdump 65826 1
g2p-en 65801 1
metrohash-python 65787 1
django-split-settings 65773 1
redlock-py 65712 1
pywatchman 65671 0
pymorphy3 65648 1
exifread 65620 0
chameleon 65619 0
numerize 65565 1
dm-control 65552 1
fitz 65524 1
bitrise 65461 1
ebaysdk 65446 0
zodbpickle 65441 0
shazamapi 65437 1
fst-pso 65433 1
bottle-websocket 65410 0
panda 65401 0
slimpoint 65400 1
dgl 65393 1
python-vlc 65348 0
types-python-gflags 65346 1
pyqt5-tools 65342 1
maison 65328 0
django-rosetta 65284 0
noiseprotocol 65279 0
miniful 65270 1
domain2idna 65238 0
ale-py 65234 0
streamlit-image-coordinates 65211 1
cognitojwt 65185 1
mdformat-gfm 65140 0
gvgen 65129 1
plivo 65090 1
alembic-utils 65080 1
fastapi-sqlalchemy 65051 1
callee 65046 0
keystonemiddleware 65030 0
lolcat 65028 1
streamlit-keyup 64965 1
hsluv 64964 0
google-cloud-runtimeconfig 64959 0
django-admin-interface 64852 1
hatch-nodejs-version 64835 1
edx-drf-extensions 64804 1
yamlpath 64746 1
eel 64736 0
pypi 64736 1
pycnite 64654 1
gcloud-rest-datastore 64650 1
magicalimport 64584 0
wadllib 64573 0
alibabacloud-tea-util 64535 1
boto3-stubs-lite 64521 1
py-vapid 64467 0
logfury 64461 1
pyobjc-framework-metal 64441 1
python-language-server 64434 0
types-pyaudio 64410 1
trcli 64366 1
oslo-upgradecheck 64364 0
dbt-synapse 64356 1
filestack-python 64355 1
eth-bloom 64336 1
pyxero 64335 0
huey 64325 0
django-ordered-model 64281 1
cufflinks 64279 0
tskit 64259 1
types-first 64223 1
mido 64219 0
ntia-conformance-checker 64208 1
mdformat-tables 64191 0
py-bcrypt 64180 1
warcio 64138 0
pytest-astropy 64135 0
yogadl 64106 1
udocker 64104 1
asyncio-mqtt 64094 0
tflite-model-maker 64073 1
google-cloud-access-context-manager 64056 0
tfx 64042 1
numerizer 64007 1
pulp-glue 63976 1
pyramid-mako 63937 0
zip-files 63931 1
gapic-google-cloud-datastore-v1 63891 1
jupyter-sphinx 63869 1
alibabacloud-tea-openapi 63854 1
flask-log-request-id 63852 1
pedalboard 63840 0
types-xmltodict 63790 1
cotyledon 63714 1
types-pywin32 63691 1
cwltool 63617 1
dumb-init 63519 1
flask-security-too 63514 1
softlayer 63467 0
django-annoying 63418 1
dagster-datadog 63389 1
xdis 63354 1
django-pandas 63339 1
ta 63329 1
dbf 63324 0
face-recognition-models 63302 0
awsretry 63278 0
gcloud-aio-taskqueue 63272 1
geotext 63185 1
profanity-filter 63124 1
update 63107 1
infinity 63087 0
gibberish-detector 63084 0
gcloud-rest-bigquery 63068 1
zope-schema 63058 0
flake8-use-pathlib 63026 1
mixer 62953 0
aws-cdk-aws-kinesisfirehose-alpha 62888 1
types-singledispatch 62881 1
python-bitcoinlib 62877 0
astronomer-providers 62850 1
flake8-assertive 62810 0
pytorch-warmup 62794 1
facebook-wda 62769 1
streamlit-faker 62745 1
face-alignment 62735 1
openupgradelib 62732 1
intervals 62707 1
ff3 62682 1
face-recognition 62671 0
dash-enterprise-auth 62645 0
matplotlib-venn 62603 1
public 62592 1
flask-babelex 62566 0
types-frozendict 62548 1
logilab-common 62542 0
ipydatawidgets 62537 1
newtools 62512 1
recommenders 62475 1
pytest-level 62443 0
django-test-migrations 62418 1
x-wr-timezone 62381 1
types-pyfarmhash 62330 1
solrq 62317 1
pyarango 62311 0
pyobjc-framework-fileprovider 62249 1
simpledbf 62243 1
django-guid 62234 1
sqlakeyset 62210 1
selenium-screenshot 62197 1
awscurl 62166 1
django-saml2-auth 62156 1
pyobjc-framework-coremotion 62154 1
edx-rest-api-client 62111 1
jose 62103 1
zodb 62088 0
casbin 62076 0
sfctl 62057 0
alibabacloud-endpoint-util 62056 1
teradataml 61902 0
mitmproxy-rs 61855 1
spacy-lookups-data 61751 0
tsmoothie 61751 1
pylance 61673 0
otel-extensions 61649 1
mega-py 61647 1
vsts 61602 0
pylightxl 61577 1
dbt-athena-community 61571 1
aioquic-mitmproxy 61560 1
eql 61530 1
pyobjc-framework-metalkit 61511 1
fastapi-azure-auth 61497 1
lexica-api 61448 1
sib-api-v3-sdk 61447 1
flask-gzip 61397 1
pymodbustcp 61376 1
django-ranged-response 61373 0
windows-curses 61369 1
hiddifypanel 61365 1
openlineage-airflow 61351 1
aiotask-context 61350 1
oslo-metrics 61342 0
utf-queue-client 61340 1
password-strength 61291 1
pyobjc-framework-metalperformanceshaders 61214 1
argo-workflows 61212 1
wsgi-request-logger 61191 1
firebase 61180 1
pybind11-global 61153 1
null 61142 1
rtfde 61079 1
pyobjc-framework-speech 61058 1
pwntools 61055 1
pyobjc-framework-authenticationservices 61033 1
pyobjc-framework-pushkit 61028 1
pyobjc-framework-systemextensions 61017 1
pyobjc-framework-oslog 61017 1
simple-parsing 60991 1
pyobjc-framework-automaticassessmentconfiguration 60957 1
pypika-tortoise 60948 0
dry-rest-permissions 60921 1
pyobjc-framework-audiovideobridging 60918 1
jsonify 60882 1
aiocsv 60832 1
marketorestpython 60822 1
parquet-tools 60802 1
pyobjc-framework-executionpolicy 60789 1
pyobjc-framework-soundanalysis 60782 1
pyobjc-framework-devicecheck 60767 1
pyobjc-framework-pencilkit 60762 1
pyobjc-framework-corehaptics 60761 1
pyobjc-framework-fileproviderui 60757 1
binarytree 60745 0
pyobjc-framework-quicklookthumbnailing 60741 1
apache-airflow-providers-elasticsearch 60741 1
pyobjc-framework-linkpresentation 60719 1
pan-python 60689 1
ipytree 60681 1
ursina 60656 1
sec-api 60648 1
node2vec 60620 1
bamboolib 60611 1
pyspin 60590 1
lob 60539 1
ubai-client 60526 1
pypi-json 60525 1
s3urls 60501 1
scikit-hts 60489 1
django-permissions-policy 60448 1
sarge 60417 0
aioblescan 60397 0
ipyslickgrid 60395 1
slackweb 60323 1
nc-time-axis 60301 1
pyqtwebengine-qt5 60249 1
py3nvml 60245 1
cpe 60228 1
sudachidict-full 60216 1
scrapingant-client 60216 1
aws-cdk-aws-kinesisfirehose-destinations-alpha 60196 1
redshift 60196 1
ocpp 60178 1
py-postgresql 60177 1
lorem 60110 1
alchemyjsonschema 60107 1
yamlfix 60107 1
sparknlp 60092 1
seeq-spy 60062 1
zope-i18nmessageid 60061 0
python-intercom 60045 1
mozterm 60010 1
aws-cdk-aws-apigatewayv2-authorizers-alpha 59964 1
py3langid 59962 1
file-read-backwards 59955 0
cowpy 59938 1
networkit 59938 1
pyobjc-framework-iobluetooth 59901 1
treeinterpreter 59900 1
jsoncomment 59889 1
types-jmespath 59877 1
types-mysqlclient 59813 1
elephas 59803 1
django-registration 59792 0
flake8-literal 59778 1
google-api-helper 59770 0
sortedcollections 59753 0
breadability 59661 1
pyobjc-framework-virtualization 59649 1
yahoo-finance 59632 1
query-string 59620 1
pyobjc-framework-passkit 59593 1
pyobjc-framework-classkit 59590 1
bridgecrew 59585 1
pyobjc-framework-replaykit 59579 1
pyobjc-framework-accessibility 59577 1
pyobjc-framework-iobluetoothui 59564 1
linformer 59471 1
hyperleaup 59459 1
pyobjc-framework-kernelmanagement 59413 1
cron-validator 59389 1
pyobjc-framework-usernotificationsui 59387 1
ctgan 59386 1
pyobjc-framework-mlcompute 59361 1
pyobjc-framework-uniformtypeidentifiers 59357 1
pyobjc-framework-metalperformanceshadersgraph 59355 1
pyobjc-framework-callkit 59344 1
pyobjc-framework-screentime 59332 1
pyobjc-framework-apptrackingtransparency 59330 1
aspy-refactor-imports 59327 0
django-enumfields 59321 1
remote-pdb 59274 1
vaex-core 59274 1
pyspelling 59229 1
adjust-precision-for-schema 59222 1
higher 59220 1
pyobjc-framework-adservices 59218 1
types-chevron 59215 1
asdf-transform-schemas 59174 0
py-ecc 59160 0
phonetics 59141 1
2to3 59139 1
ta-lib 59131 1
yte 59126 0
django-multi-email-field 59117 1
pystaticconfiguration 59116 1
extension-helpers 59106 0
fmpy 59089 0
gsheetsdb 59067 1
toml-sort 59056 0
kaldiio 59055 1
pytorch-revgrad 59031 1
fastcluster 59000 1
pyobjc-framework-libxpc 58990 1
ofxparse 58946 0
particle 58934 0
morfessor 58923 1
aliyun-python-sdk-vpc 58916 1
streamlit-option-menu 58913 1
bloom-filter2 58890 1
graphene-file-upload 58885 1
crc16 58878 0
edx-django-release-util 58872 1
asdf 58870 1
prodigyopt 58867 1
kafka-python3 58848 1
alibabacloud-credentials 58824 1
quantconnect-stubs 58822 1
playwright-stealth 58778 1
earthengine-api 58775 1
googledrivedownloader 58771 1
meross-iot 58768 0
setoptconf 58733 1
discord-protos 58730 1
sqlacodegen 58726 1
robocorp-tasks 58720 1
segyio 58684 0
akshare 58663 1
pyroscope-io 58624 1
confusable-homoglyphs 58611 0
docarray 58598 1
woodwork 58572 1
robocorp-log 58555 1
pytest-reporter 58519 1
pdf2docx 58496 1
pyrender 58487 1
django-celery 58479 1
kedro-viz 58428 1
amazon-textract-response-parser 58404 1
dbnd-airflow 58393 1
django-snowflake 58382 1
clamd 58341 1
volatile 58301 1
django-sql-server-bcp 58287 1
datadog-cdk-constructs-v2 58228 1
spf2ip 58210 1
asv-runner 58199 1
pyhdfe 58197 1
ifnude 58167 1
notebooktoall 58145 1
model-archiver 58076 0
sample-helper-aws-appconfig 58073 1
geohashlite 58050 1
jdatetime 58043 0
delorean 58031 0
autogluon 58029 1
edx-i18n-tools 58027 1
bowler 58003 1
neomodel 57905 1
fwdpy11 57903 1
lib 57903 1
timelib 57895 0
aws-encryption-sdk-cli 57890 1
fastkde 57877 1
chromedriver-binary 57874 1
dapr 57871 1
pydot-ng 57825 1
robocorp-workitems 57805 1
garth 57772 1
flask-paginate 57766 0
edx-auth-backends 57717 1
django-deprecate-fields 57715 1
jprops 57711 1
jxmlease 57704 0
types-sqlalchemy 57667 1
compress-pickle 57632 1
robocorp 57622 1
mitogen 57621 0
numdifftools 57616 1
djangocms-admin-style 57614 1
casadi 57608 1
robocorp-vault 57598 1
typedload 57557 1
protoc-gen-validate 57554 1
gruut-ipa 57544 0
nassl 57541 0
multi-model-server 57529 0
cobble 57493 1
pyarmor-cli-core 57408 1
nvtx 57373 1
pytest-embedded-jtag 57369 1
nextcord 57363 0
construct-typing 57360 1
aws-cdk-aws-chatbot 57360 1
django-types 57360 0
edx-toggles 57345 1
sdcclient 57331 1
spython 57327 1
stempeg 57267 1
pydantic-factories 57223 1
flask-shell-ipython 57185 0
music-assistant 57152 1
mapply 57151 1
edx-lint 57128 0
pymobiledetect 57100 1
dagster-pagerduty 57078 1
dask-jobqueue 57044 1
liac-arff 56986 1
icalevents 56980 1
google-cloud-asset 56973 0
spyder-kernels 56957 1
python-jsonschema-objects 56953 1
avro-json-serializer 56924 1
alibabacloud-tea-xml 56905 1
pyrdfa3 56901 1
pyuwsgi 56897 1
keybert 56891 1
restinstance 56888 1
lab 56831 1
modelstore 56804 1
locales 56784 1
venv-pack 56773 1
superqt 56767 1
appdynamics 56762 0
wirerope 56754 1
pylint-exit 56739 1
aim 56727 1
sqlalchemy-pytds 56716 0
logginginitializer 56701 1
pyramid-tm 56698 0
flask-json 56671 1
sqlite-fts4 56669 0
astro-sdk-python 56637 1
eth-tester 56622 0
bioutils 56604 0
ntgcalls 56601 1
oimbot 56562 1
deepecho 56547 1
pymorphy3-dicts-ru 56540 1
acryl-datahub-airflow-plugin 56538 1
dctorch 56515 1
ultimate-hosts-blacklist-helpers 56498 1
alibabacloud-gateway-spi 56495 1
ultimate-hosts-blacklist-whitelist-dev 56477 1
mparticle 56443 1
amqplib 56441 1
dash-mantine-components 56382 1
tinytuya 56377 0
daemonize 56347 0
aiortsp 56344 1
pynliner 56332 1
pygeoip 56304 0
openunmix 56282 1
txt2tags 56282 1
ezdxf 56280 0
airplanesdk 56276 1
scikit-multilearn 56269 1
pymel 56269 0
objectpath 56266 1
fastly 56252 1
pulumi-random 56157 0
data-diff 56148 1
django-cache-url 56121 0
django-tenants 56087 1
ultimate-hosts-blacklist-test-launcher 56077 1
pyreadr 56069 1
baron 56043 0
spark-df-profiling 56013 0
databricks-test 55977 1
sparkpost 55951 1
pyobjc-framework-intentsui 55917 1
redbaron 55911 0
onnx-simplifier 55909 1
pyobjc-framework-shazamkit 55908 1
dora-search 55900 1
pyobjc-framework-metrickit 55896 1
django-postgres-extra 55893 1
pycdlib 55857 1
python-designateclient 55852 1
efficientnet 55840 1
pytest-freezer 55779 0
logmatic-python 55778 1
datatable 55749 1
autogluon-multimodal 55749 1
netbox-topology-views 55748 1
simhash 55727 1
pysen 55706 1
instaloader 55683 1
atomacos 55660 1
django-nine 55609 1
mohawk 55588 0
fastapi-socketio 55559 1
hatch-requirements-txt 55553 1
whylogs-sketching 55549 1
soundcard 55540 1
smartypants 55537 0
pytest-isort 55529 0
pip-resolved 55529 1
favicon 55486 1
schema-salad 55443 1
bard 55438 1
tls-client 55435 1
py3dns 55422 1
django-config-models 55389 1
langfuse 55380 1
scanf 55360 1
pytest-jupyter 55350 0
pingouin 55293 1
mmcv-full 55279 1
numpyencoder 55258 1
autodoc-pydantic 55247 1
statham-schema 55241 1
cssmin 55239 0
cg-pytest-reporter 55214 1
shutils 55159 1
htmlmin2 55129 0
pyobjc-framework-screencapturekit 55084 1
pythondialog 55048 0
essentials-openapi 55043 1
gruut 55042 1
console-progressbar 55017 1
django-suit 54980 1
dbnd-airflow-auto-tracking 54957 1
webhelpers 54954 0
stdiomask 54950 0
django-cms 54936 1
cdk8s-plus-22 54887 1
netbox-plugin-dns 54883 1
borutashap 54791 1
cloup 54784 0
vispy 54760 0
lexery 54758 1
datetime-glob 54747 1
allure-pytest-bdd 54743 1
bcpandas 54725 1
mozdebug 54711 1
cognite-sdk 54707 1
pycron 54633 0
pyloudnorm 54602 1
pyobjc-framework-mailkit 54587 1
apns2 54574 1
pyobjc-framework-localauthenticationembeddedui 54571 1
pyobjc-framework-datadetection 54561 1
pydoc-markdown 54542 1
apache-airflow-providers-hashicorp 54541 1
pymorphy2 54537 0
wheel-inspect 54511 1
css-html-js-minify 54448 0
wkhtmltopdf 54395 1
ml-metadata 54390 1
uncompyle6 54386 1
dbnd-airflow-monitor 54365 1
explainerdashboard 54337 1
maxminddb-geolite2 54271 0
owslib 54252 0
pyvo 54230 1
django-push-notifications 54203 1
dall-e 54176 1
pylbfgs 54150 1
pymap3d 54146 1
target-jsonl 54059 1
aws-parallelcluster 54013 1
horovod 54006 1
openedx-events 53970 0
equinox 53955 0
django-browser-reload 53950 1
dsnparse 53946 1
types-flask-cors 53944 1
appkit 53937 1
flask-cache 53932 1
weberror 53926 1
robocorp-http 53919 1
gmsh 53916 1
fastapi-cache2 53911 1
wemake-python-styleguide 53867 1
setuptools-odoo 53865 0
urlpath 53861 1
ropgadget 53834 0
lumigo-opentelemetry 53812 1
datasketches 53806 1
edx-api-doc-tools 53795 1
blackpink 53746 1
govee-led-wez 53736 1
swapper 53718 1
ocrspace 53716 1
sqlalchemy-filters 53697 1
dynamorm 53670 1
edx-django-sites-extensions 53670 1
listcrunch 53667 1
cg-flake8-reporter 53624 1
yafti 53592 1
mldesigner 53589 0
aws 53586 0
lpc-checksum 53540 1
flask-sslify 53538 0
codecarbon 53511 1
coinmetrics-api-client 53500 0
antsibull-changelog 53497 1
dis3 53490 1
cacheout 53469 1
django-enumchoicefield 53423 1
ttach 53416 1
probeinterface 53383 1
fixture 53363 1
pytest-tornasync 53347 0
pgspecial 53343 0
opentelemetry-instrumentation-tornado 53339 1
ts-flint 53308 1
nylas 53290 1
awxkit 53288 0
siphash 53279 1
pyhacrf-datamade 53270 1
waiter 53232 1
pornhub-api 53206 1
odoo-test-helper 53205 1
smdebug 53195 1
aiosocks 53181 1
coqpit 53169 0
canals 53151 0
unicode 53149 1
pettingzoo 53149 1
hazelcast-python-client 53129 1
ara 53118 0
colourmap 53078 1
python-jsonrpc-server 53067 0
qiskit-ibm-provider 53052 1
sshfs 53006 0
flask-sockets 52995 0
python-octaviaclient 52982 0
xblock 52974 1
pysmartdl 52940 0
zope-exceptions 52883 0
pyswarms 52854 1
htmlparser 52849 1
scalecodec 52834 0
mlx-warnings 52814 1
opendatasets 52804 1
desert 52790 1
contextlib-chdir 52784 1
methodtools 52742 1
blackjax 52725 1
klein 52709 1
httplib2shim 52682 1
deepai 52637 1
hl7apy 52607 1
polyglot 52591 1
pyobjc-framework-phase 52562 1
csv-diff 52554 1
django-s3-storage 52543 1
dbldatagen 52518 1
gruut-lang-en 52511 1
netbox-secrets 52506 1
pylint-quotes 52504 0
pynisher 52467 0
pyrfr 52451 1
types-atomicwrites 52449 1
launchpadlib 52426 0
smac 52415 1
sevenbridges-python 52408 1
dataclasses-jsonschema 52405 1
pytkdocs 52402 0
tooz 52392 0
mod-wsgi 52392 1
dash-extensions 52374 1
tree-sitter-languages 52309 0
apify-client 52268 1
mode-streaming 52236 1
recordtype 52232 1
onepasswordconnectsdk 52231 1
awesomeversion 52203 0
pytest-depends 52203 1
scenedetect 52182 1
git-filter-repo 52173 1
autorom 52164 1
oslo-reports 52156 0
stac-validator 52152 1
django-encrypted-model-fields 52139 0
sweetviz 52092 1
rst2pdf 52088 0
pyplugs 52065 1
djangorestframework-datatables 52029 1
edx-rbac 52023 1
overpunch 52008 1
pycausalimpact 51994 1
python-rex 51991 1
python-ptrace 51957 0
colcon-devtools 51934 1
cachepath 51904 1
g4f 51899 1
unicon 51896 1
compress-json 51872 1
boto3-extensions 51866 1
python-gdcm 51832 1
django-watchman 51809 1
nordpool 51789 1
sphinx-intl 51773 1
secret 51737 1
magicinvoke 51731 1
webdrivermanager 51727 1
ibm-db-sa 51718 1
alphafold-colabfold 51680 1
edk2-basetools 51678 1
qtawesome 51667 0
spartacus 51653 1
asyncer 51653 1
calver 51651 1
gruut-lang-de 51640 1
httpx-sse 51629 1
exponent-server-sdk 51620 1
httpx-oauth 51619 1
docspec-python 51556 1
session-info 51547 1
autogluon-timeseries 51546 1
html2jirawiki 51515 1
bangla 51498 1
asyncua 51493 0
py-securestring 51480 0
g2pkk 51458 1
py3-validate-email 51455 1
django-sequences 51451 1
pycocotools-fix 51408 1
bios 51386 1
djongo 51384 1
simplejpeg 51335 1
gruut-lang-fr 51286 1
django-rest-polymorphic 51282 0
ctransformers 51260 1
lumigo-tracer 51251 0
pyre2 51204 1
bnunicodenormalizer 51185 1
pulumi-docker 51170 1
apache-airflow-client 51148 1
mapbox-vector-tile 51148 1
asyncclick 51125 0
plum-py 51123 0
aws-wsgi 51120 1
flaskwebgui 51119 1
dedupe 51098 1
gruut-lang-es 51080 1
pylons 51062 1
chess 51061 0
djangorestframework-queryfields 51057 1
zope-location 51057 0
oslo-versionedobjects 51028 1
wordsegment 50989 1
netbox-inventory 50983 1
pyqldb 50936 1
opensearch-logger 50934 1
pyinquirer 50920 1
samplerate 50912 1
gpt4all 50893 0
guidance 50872 1
edx-event-bus-kafka 50866 1
pyjdbc 50836 1
cvnets 50822 1
opacus 50817 1
edlib 50805 1
dirsync 50799 1
edx-braze-client 50759 1
pymorphy2-dicts-ru 50734 0
sanic-jwt 50695 1
watchdog-gevent 50691 0
coola 50661 1
setuptools-git-version 50650 0
lazr-restfulclient 50631 0
schemathesis 50630 1
google-cloud-bigquery-datapolicies 50617 1
onetimepass 50609 0
s3 50607 1
slither-analyzer 50606 1
pygeocodio 50567 1
python-math 50529 0
pika-stubs 50527 1
slackblocks 50526 1
pdftotext 50525 1
contentful 50509 1
sagemaker-experiments 50497 0
pycli 50481 1
pecan 50469 0
ionhash 50453 1
glog 50438 1
django-fernet-fields-v2 50435 1
drf-flex-fields 50431 1
azureml-train-automl-runtime 50419 1
pyshortcuts 50418 1
xss-utils 50415 1
surrogate 50399 1
connection-pool 50398 0
reliability 50395 1
frappe-bench 50386 1
pylint-pytest 50378 0
feast 50336 1
sumy 50327 1
pyrad 50309 1
antsibull-docs-parser 50308 1
bencode-py 50305 0
requestium 50298 1
zope-security 50286 0
django-tastypie 50248 0
fanstatic 50239 0
dbt-clickhouse 50226 1
sagemaker-studio-image-build 50218 1
prophecy-libs 50211 1
sphinx-reredirects 50207 1
sqlalchemy-serializer 50203 1
bleach-allowlist 50176 1
name-matching 50174 1
django-pglocks 50165 0
tflite-support 50160 1
airbyte-cdk 50144 1
pysnowflake 50134 1
django-fernet-fields 50128 1
airportsdata 50123 1
lesscpy 50115 1
netbox-tunnels2 50098 1
web-fragments 50097 1
plantuml 50095 0
bnnumerizer 50075 1
django-dynamic-fixture 50046 1
pydiscourse 50038 1
google-cloud-bigquery-reservation 50012 1
devpi-server 49926 0
pypi-simple 49913 1
spyder 49902 1
aesara 49879 0
netbox-proxbox 49867 1
offspring 49864 1
voila 49850 1
clip-interrogator 49802 1
streamlit-vertical-slider 49790 1
pglast 49786 0
lazy-import 49784 0
djangoql 49738 0
nbrisk 49715 1
compose-x-common 49694 1
netbox-validity 49687 1
pyclean 49651 1
netbox-metatype-importer 49628 1
deepdanbooru 49616 1
pytest-steps 49601 1
leven 49571 1
mkdocs-include-dir-to-nav 49551 1
pytest-logbook 49549 1
colander 49543 0
ebooklib 49520 1
botbuilder-schema 49483 0
profanity 49474 1
ipynbname 49462 0
dice-ml 49462 1
categorical-distance 49457 1
tlslite-ng 49444 0
edx-enterprise 49425 1
api4jenkins 49417 1
iocextract 49416 1
picklescan 49400 1
dj-stripe 49386 1
distfit 49380 1
oauth 49373 0
apify-shared 49371 1
highered 49368 1
taskflow 49366 1
azure-databricks-api 49358 1
seldon-core 49343 1
mars 49334 1
planetary-computer 49333 1
databind-core 49329 1
